id,name,address,street,city,state,zip,latitude,longitude,court_count,lighted,hitting_wall,pickleball_lined,indoor_outdoor,managed_by,reservation_policy,contact_phone,booking_url,court_level_booking_url,hours,description,notes,category,status
59,Central Park Tennis Club,"5820 125th Lane NE, Kirkland, WA 98033",5820 125th Lane NE,Kirkland,WA,98033,,,18,True,False,True,both,Club,Membership required,(425) 822-2206,https://www.centralparktennisclub.com/sites/courses/template.asp?id=2308&page=128103,,Mon - Fri: 6 AM–10:30 PM; Sat - Sun: 7 AM–10 PM,"Central Park Tennis Club is the premier tennis club in Kirkland, Washington. Established in 1972, Central Park Tennis Club is a member-owned club that is completely dedicated to tennis.  With state-of-the-art tennis facilities including 18 courts (12 indoor & 6 outdoor), CPTC prides itself on being the ""Tennis Player's"" Club. CPTC currently holds the title of the largest member-owned hard-court indoor tennis club in the country.",,private_club,active
60,Gorin Sports Tukwila,"5830 Segale Park Drive C, Tukwila, WA 98188",5830 Segale Park Drive C,Tukwila,WA,98188,,,9,True,False,False,indoor,Club,No membership required to reserve,(425) 276-6797,https://tukwila.my.accusportview.com/login?from=%2F,,,"The club features 3 multipurpose courts for basketball and volleyball, 9 tennis courts, pickleball areas, table tennis, and badminton!",⚠️ Address source conflict: Gorin's location page lists 5830 Segale Park Dr C; USTA Play Tennis listing uses 18340 Southcenter Pkwy; another source lists 18264 Southcenter Pkwy. Verify canonical mapping address before publishing.,private_club,active
61,Gorin Sports Bellevue,"13203 NE Spring Blvd, Bellevue, WA 98005",13203 NE Spring Blvd,Bellevue,WA,98005,,,4,True,False,True,indoor,Club,No membership required to reserve,(425) 274-2969,https://www.gorintennis.com/our-washington-locations/bellevue,,Mon - Fri: 8 AM–10 PM; Sat & Sun: 8 AM–9 PM,"Welcome to Gorin Tennis Academy in Bellevue, located at the Bellevue Tennis Academy facility off Bell-Red Road and 132nd.",,private_club,active
62,Gorin Sports Redmond,"10600 231st Way NE Suite B, Redmond, WA 98053",10600 231st Way NE Suite B,Redmond,WA,98053,,,10,True,False,True,indoor,Club,No membership required to reserve,(425) 364-6896,https://www.gorintennis.com/our-washington-locations/redmond,,,"Welcome to Gorin Tennis Academy in Redmond, located at the Redmond Tennis Center at Redmond Ridge.",,private_club,active
63,Nordstrom Tennis Center,"3833 Walla Walla Rd NE, Seattle, WA 98105",3833 Walla Walla Rd NE,Seattle,WA,98105,,,6,True,False,False,indoor,Club,Membership required,(206) 543-8185,https://app.courtreserve.com/Online/Portal/Index/9459,,Mon - Fri: 7:45AM - 9:45PM; Sat - Sun: 8:30AM - 9:30PM,"Nordstrom Tennis Center is the University of Washington’s indoor tennis facility in Seattle, featuring six courts used for collegiate matches, training, and recreational play. It’s a well-known hub for tennis in the city and a home base for UW tennis programs.",,private_club,active
64,Bellevue Club,"11200 SE 6th St, Bellevue, WA 98004",11200 SE 6th St,Bellevue,WA,98004,,,10,True,False,False,both,Club,Membership required,(425) 455-1616,https://www.bellevueclub.com/move/tennis/,,Mon - Fri: 5 AM–11 PM; Sat: 6 AM–11 PM; Sun: 6 AM–9 PM,"Bellevue Club has 10 tennis courts, including 6 indoor courts and 4 seasonal courts, and its tennis program is a central part of the club’s active community.",,private_club,active
65,Pro Tennis Seattle,"2225B 6th Ave S, Seattle, WA 98134",2225B 6th Ave S,Seattle,WA,98134,,,2,True,False,False,indoor,Club,"No membership required, not bookable",,https://protennisseattle.com/classes/,,,"Classes only. The classes focus not only on improving technical skills but also on developing strategic thinking, physical fitness, and mental resilience.",,private_club,active
66,Forest Crest Tennis Club,"4901 238th St SW, Mountlake Terrace, WA 98043",4901 238th St SW,Mountlake Terrace,WA,98043,,,6,True,False,True,both,Club,No membership required to reserve,(425) 774-0014,https://forestcrest.org,,Mon – Fri: 9AM – 2PM; Saturday: Varies; Sunday: Closed,"Forest Crest Tennis Club has 6 tennis courts in total, with 3 indoor and 3 outdoor courts.",,private_club,active
67,View Ridge Swim & Tennis Club,"5815 NE 77th St, Seattle, WA 98115",5815 NE 77th St,Seattle,WA,98115,,,2,True,False,True,outdoor,Club,Membership required,(206) 524-3500,https://vrstc.org/reservations/?DB=tennis&Grid=0,,6AM - 10PM,"View Ridge Swim & Tennis Club, a member-owned Seattle gem since 1958, features top-of-the-line tennis courts, a world-class pool, and family-friendly activities.","Two lighted outdoor tennis courts (per VRSTC + third-party listings). Club also has a separate pickleball court — Pickleball Lined here reflects venue-level pickleball, not tennis-court striping.",private_club,active
68,Woodinville Sports Club,"15327 140th Pl NE, Woodinville, WA 98072",15327 140th Pl NE,Woodinville,WA,98072,,,9,True,False,False,both,Club,No membership required to reserve,(425) 487-1090,https://www.woodinvillesportsclub.com/tennis,,Mon - Fri: 6 AM–11 PM; Sat - Sun: 7 AM–10 PM,"Nestled in Woodinville, Washington, the Woodinville Sports Club offers premier tennis facilities with 8 indoor courts and 1 outdoor clay court, perfect for year-round play and training.",,private_club,active
69,Eastside Tennis Center,"10822 117th Pl NE, Kirkland, WA 98033",10822 117th Pl NE,Kirkland,WA,98033,,,6,True,False,True,indoor,Club,No membership required to reserve,425-658-4046,https://www.topskirkland.org/eastsidetenniscenter,,Mon - Fri: 8:15 am - 10:30 pm; Sat & Sun:  7:30 am - 10:30 pm,Eastside Tennis Center has 12 tennis courts total: 6 full-size indoor courts and 6 youth-sized indoor courts.,Courts #=6 reflects full-sized regulation (78-ft) tennis courts only. Eastside Tennis Center also has 6 youth-sized (36-ft) courts for junior programs — not counted in the regulation total.,private_club,active
70,Arbor Heights Swim and Tennis Club,"11003 31st Ave SW, Seattle, WA 98146",11003 31st Ave SW,Seattle,WA,98146,,,2,True,False,False,outdoor,Club,Membership required,(206) 244-6557,https://ahstc.com/tennis-team/,,Open 24 hours,"Nestled in West Seattle, Arbor Heights Swim and Tennis Club offers members a private seasonal retreat with a pool, tennis courts, and family-friendly activities.",,private_club,active
71,Sand Point Country Club,"8333 55th Ave NE, Seattle, WA 98115",8333 55th Ave NE,Seattle,WA,98115,,,4,True,False,False,outdoor,Club,Membership required,(206) 525-5766,https://www.sandpointcc.com,,Open 24 hours,"Sand Point Country Club has 4 tennis courts. Sand Point Country Club is a private Seattle club that offers golf, dining, fitness, and tennis amenities, including its four lighted outdoor courts.",,private_club,active
72,Edgebrook Club,"13454 SE Newport Way, Bellevue, WA 98006",13454 SE Newport Way,Bellevue,WA,98006,,,4,True,False,False,indoor,Club,Membership required,(425) 746-2786,https://www.edgebrookclub.org/tennis.html,,Everyday 8 AM–10:30 PM,"Edgebrook Club is a family‑oriented, member‑owned swim and tennis club in Bellevue, Washington, offering four indoor tennis courts along with a summer outdoor pool and a wide range of programs for players of all ages and skill levels.",,private_club,active
73,Boeing Employees Tennis Club,"6727 S 199th Pl, Kent, WA 98032",6727 S 199th Pl,Kent,WA,98032,,,9,True,False,False,indoor,Club,No membership required to reserve,253-872-5545,,,"Mon -Fri: Monday, 8 AM–9:30 PM; Sat & Sun: Monday, 8 AM–8:30 PM",,,private_club,active
74,Mill Creek Tennis Club,"15505 Country Club Dr, Mill Creek, WA 98012",15505 Country Club Dr,Mill Creek,WA,98012,,,6,True,False,False,both,Club,Membership required,(425) 224-4167,https://millcreektennisclub.net,,Mon -Fri:  7:30 AM–10:30 PM; Sat: 8:30 AM–10:30 PM; Sun: 8:30 AM–9:00 PM,"Mill Creek Tennis Club is a private tennis facility in Mill Creek, Washington, featuring a total of six tennis courts—three indoor and three outdoor—all with lighting for evening play.",,private_club,active
75,Columbia Athletic Club (Silver lake),"505 128th St SE, Everett, WA 98208",505 128th St SE,Everett,WA,98208,,,9,True,False,False,both,Club,Membership required,(425) 745-1617,https://www.columbiaathletic.com/silver-lake/sl-tennis/,,Mon - Fri: 5:30 AM–10 PM; Sat: 7 AM - 10PM; Sun: 7 AM–8:30 PM,Columbia Athletic Clubs - Silver Lake has 9 tennis courts total: 6 indoor and 3 outdoor.,,private_club,active
76,Columbia Athletic Club (Pine lake),"2930 228th Ave SE, Sammamish, WA 98075",2930 228th Ave SE,Sammamish,WA,98075,,,4,True,False,False,indoor,Club,Membership required,(425) 313-0123,https://www.pinelake.cactennis.com/users/login,,Mon - Fri: 5 AM–10:30 PM; Sat & Sun: 6:30 AM - 10:30 PM,Columbia Athletic Club - Pine Lake has 4 indoor tennis courts.,,private_club,active
77,Seattle University Tennis Courts,"550 E Cherry St, Seattle, WA 98122",550 E Cherry St,Seattle,WA,98122,,,4,True,False,False,outdoor,School,"No membership required, first come first play",206-296-6441,,,Everyday 8 AM–9 PM,Lights will illuminate at dusk and will shut off at scheduled closing of the Eisiminger Fitness Center,,college,active
78,Bill Quillian Tennis Stadium (IMA Courts #1-7),"3901 Walla Walla Rd NE, Seattle, WA 98195",3901 Walla Walla Rd NE,Seattle,WA,98195,,,7,True,False,False,outdoor,School,Open recreation for eligible UW Rec users; reservations through UW Recreation for UW departments/RSOs; non-UW groups by approval,206-543-4590,,,Check out events: https://reg.recreation.uw.edu/Facility/GetSchedule?facilityId=63612105-68a0-4fc4-81de-66520e2a2071,"It features six courts with the same high-quality surface as the nearby Nordstrom Tennis Center, serving as a key venue for University of Washington Huskies matches year-round. Court #7 is a singles court only. Hours for outdoor lights is around 9:45 PM. Call Nordstrom Tennis Center at 206-543-8185 or email uwntc@uw.edu. Reservations are handled online only for eligible UW affiliates, with courts primarily for team use but available when not scheduled.","UW Recreation policy: outdoor courts are first-come during open recreation, but access is for eligible UW Rec users (students, staff, faculty, members). Not freely open to general public.",college,active
79,IMA Courts #8-11 (+ Court #12 pickleball-only),"3950 Montlake Blvd NE, Seattle, WA 98195",3950 Montlake Blvd NE,Seattle,WA,98195,,,4,False,False,True,outdoor,School,Open recreation for eligible UW Rec users; reservations through UW Recreation for UW departments/RSOs; non-UW groups by approval,206-543-4590,,,Check out events: https://reg.recreation.uw.edu/Facility/GetSchedule?facilityId=63612105-68a0-4fc4-81de-66520e2a2071,"Courts #8-11 are located on the north side of the IMA, court #12 is used for pickleball.",Courts #8-#11 are tennis (4 courts); Court #12 is first-come pickleball per UW Recreation. Pickleball Lined=Yes reflects #12 being pickleball-only. Same UW Rec access policy as IMA #1-7.,college,active
80,Kellogg Middle School Tennis Courts,"16045 25th Ave NE, Shoreline, WA 98155",16045 25th Ave NE,Shoreline,WA,98155,,,6,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Six unlit tennis courts at Kellogg Middle School (Shoreline).,"Per Tennis-Seattle and Global Tennis Network: 6 courts, no lights. Earlier lighting/cutoff claim was unverified.",school,active
81,Robinswood Tennis Center,"2400 151st Pl SE, Bellevue, WA 98007",2400 151st Pl SE,Bellevue,WA,98007,,,8,True,False,False,both,Robinswood,No Memberships required,425-452-7690,,,"Monday-Friday: 7:30 a.m.-10:15 p.m.
Saturday-Sunday: 9 a.m.-6 p.m.
Phone lines open daily at 8:30 a.m.
Phone queue begins at 8:30 a.m., Monday-Sunday for court reservations up to six days in advance.","The facility includes:  four indoor courts and four outdoor lighted courts. Throughout the winter months, two indoor courts are added with a state-of-the-art air structure.","Pickleball Lined set to No per Bellevue's official lists (not in pickleball overlay set, not starred in tennis list).",public_park,active
82,Bellevue High School Tennis,"626 108th Ave SE, Bellevue, WA 98004",626 108th Ave SE,Bellevue,WA,98004,,,6,True,False,False,outdoor,School,,,,,,"These courts are lighted (at least 3 have lights) and available for public use on weekends or non-school hours, with rentals possible through the Bellevue School District.",,school,active
83,Sammamish High School Tennis Court,"100 140th Ave SE, Bellevue, WA 98007.",,,,,,,7,False,False,False,outdoor,School,,,,,,"The courts are typically available for public use outside of school hours, on a first‑come, first‑served basis.",,school,active
84,Skyline High School,"1122 228th Ave SE, Sammamish, WA 98075",1122 228th Ave SE,Sammamish,WA,98075,,,8,True,False,False,outdoor,School,,,,,,The courts are available for public use when not reserved for school activities.,,school,active
85,Newport Hills Swim and Tennis Club,"5464 119th Ave SE, Bellevue, WA 98006",5464 119th Ave SE,Bellevue,WA,98006,,,4,False,False,False,outdoor,Club,Membership required to book,(425) 746-9510,https://www.nhstc.com/reserve-a-court.html,,Monday- Friday: 6:00am -until dusk; Saturday: 9:00 am-until dusk; Sunday: 10:00am-until dusk,"NHSTC features four outdoor tennis courts, two of which have been newly renovated.",,private_club,active
86,Odle Middle School Tennis courts,"317 145th Ave NE, Bellevue, WA 98007",317 145th Ave NE,Bellevue,WA,98007,,,4,False,False,False,outdoor,School,,(425) 456-6600,,,,The school features four tennis courts available for public use during non-school hours.,"Court address (317 145th Ave NE) is the user-provided GPS pin for the courts. Official Odle school/admin address per NCES/BSD: 502 143rd Ave NE, Bellevue, WA 98007.",school,active
87,Cherry Crest Mini Park,"2532 127th Ave. NE, Bellevue, WA 98005",2532 127th Ave. NE,Bellevue,WA,98005,,,1,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,425-452-7690,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
88,Cherry Crest Park,"12404 NE 32nd St, Bellevue, WA 98005",12404 NE 32nd St,Bellevue,WA,98005,,,3,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,425-452-7690,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
89,Crossroads Community Park,"16000 NE 10th St, Bellevue, WA 98008",16000 NE 10th St,Bellevue,WA,98008,,,3,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,425-452-7690,,,,"first come, first serve",,public_park,active
90,Eastgate Park,"14500 SE Newport Way, Bellevue, WA 98006",14500 SE Newport Way,Bellevue,WA,98006,,,2,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,"first come, first serve",,public_park,active
91,Enatai Neighborhood Park,"10661 SE 25th St, Bellevue, WA 98004",10661 SE 25th St,Bellevue,WA,98004,,,2,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,"first come, first serve",,public_park,active
92,Hidden Valley Sports Park,"1901 112th Ave. NE, Bellevue, WA 98004",1901 112th Ave. NE,Bellevue,WA,98004,,,1,True,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
93,Highland Community Park,"14224 NE Bel Red Rd, Bellevue, WA 98007",14224 NE Bel Red Rd,Bellevue,WA,98007,,,2,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
94,Hillaire Park,"15731 NE 6th St, Bellevue, WA 98008",15731 NE 6th St,Bellevue,WA,98008,,,2,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
95,Killarney Glen Park,"1933 104th Ave SE, Bellevue, WA 98004",1933 104th Ave SE,Bellevue,WA,98004,,,2,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
96,Lakemont Highlands Park,"15800 SE 63rd St, Bellevue, WA 98006",15800 SE 63rd St,Bellevue,WA,98006,,,1,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
97,Lakemont Community Park,"5170 Village Park Drive SE, Bellevue, WA 98006",5170 Village Park Drive SE,Bellevue,WA,98006,,,2,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
98,Norwood Village Park,"12309 SE 23rd Pl, Bellevue, WA 98005",12309 SE 23rd Pl,Bellevue,WA,98005,,,2,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
99,Silverleaf Park,"4900 block of 164th Ave. SE, Bellevue, WA 98007",4900 block of 164th Ave. SE,Bellevue,WA,98007,,,2,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
100,Spiritridge Park,"16100 SE 33rd Pl, Bellevue, WA 98008",16100 SE 33rd Pl,Bellevue,WA,98008,,,1,False,False,True,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
101,Sunset Park,"2837 139th Ave. SE, Bellevue, WA 98005",2837 139th Ave. SE,Bellevue,WA,98005,,,1,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
102,Westwood Highlands Park,"5501 136th Pl. SE, Bellevue, WA 98006",5501 136th Pl. SE,Bellevue,WA,98006,,,1,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,Call 425-452-7690 to make a reservation starting at 8:30 a.m.; reservations may be made up to six days in advance.,,public_park,active
103,Zumdieck Park,"1500 108th Ave. NE, Bellevue, WA 98004",1500 108th Ave. NE,Bellevue,WA,98004,,,2,False,False,False,outdoor,City of Bellevue Parks & Community Services,First come first serve; tennis reservations via Robinswood Tennis Center,(425) 452-6885,,,,"first come, first serve",,public_park,active
104,Highland Middle School Tennis Courts,"15027 NE Bel Red Rd, Bellevue, WA 98007",15027 NE Bel Red Rd,Bellevue,WA,98007,,,4,False,False,False,outdoor,School,,,,,,,,school,active
105,Aubrey Davis Park Tennis Courts,"7000-7088 SE 22nd St, Mercer Island, WA 98040",7000-7088 SE 22nd St,Mercer Island,WA,98040,,,4,False,False,False,outdoor,City of Mercer Island Parks & Recreation,Reserve through Mercer Island Parks,206-275-7609,https://www.mercerisland.gov/parks  (use Mercer Island PerfectMind for reservations; court-level URLs in Court-Level Booking column),"Court Group 1 (2 courts): https://cityofmercerisland.perfectmind.com/23494/Clients/BookMe4LandingPages/Facility?facilityId=3d873f88-44df-4e2e-a4fa-6ca8afeb9569&widgetId=6c911909-ec56-42f8-a314-55842ff7a24c&calendarId=17223e3e-eff3-4634-9a7b-47c3d69c63bc&arrivalDate=2026-05-10T07:13:13.733Z&landingPageBackUrl=https%3A%2F%2Fcityofmercerisland.perfectmind.com%2F23494%2FClients%2FBookMe4FacilityList%2FList%3FwidgetId%3D6c911909-ec56-42f8-a314-55842ff7a24c%26calendarId%3D17223e3e-eff3-4634-9a7b-47c3d69c63bc
Court Group 2 (2 courts): https://cityofmercerisland.perfectmind.com/23494/Clients/BookMe4LandingPages/Facility?facilityId=46b338fa-a72e-4dad-b1e8-4f63bc093aaf&widgetId=6c911909-ec56-42f8-a314-55842ff7a24c&calendarId=17223e3e-eff3-4634-9a7b-47c3d69c63bc&arrivalDate=2026-05-10T07:15:35.887Z&landingPageBackUrl=https%3A%2F%2Fcityofmercerisland.perfectmind.com%2F23494%2FClients%2FBookMe4FacilityList%2FList%3FwidgetId%3D6c911909-ec56-42f8-a314-55842ff7a24c%26calendarId%3D17223e3e-eff3-4634-9a7b-47c3d69c63bc",Everyday 06:00 AM - 10:00 PM,,Park has 4 tennis courts split into 2 separately-bookable groups of 2,public_park,active
106,Homestead Tennis Courts,"8100 SE 40th St, Mercer Island, WA 98040",8100 SE 40th St,Mercer Island,WA,98040,,,4,False,False,False,outdoor,City of Mercer Island Parks & Recreation,Reserve through Mercer Island Parks,206-275-7609,https://www.mercerisland.gov/parks (use Mercer Island PerfectMind for reservations),"Court 1: https://cityofmercerisland.perfectmind.com/23494/Clients/BookMe4LandingPages/Facility?facilityId=bb777024-3d7e-4d2d-8ec8-f30bf3d6a590&widgetId=6c911909-ec56-42f8-a314-55842ff7a24c&calendarId=17223e3e-eff3-4634-9a7b-47c3d69c63bc&arrivalDate=2026-05-10T15:55:30.083Z&landingPageBackUrl=https%3A%2F%2Fcityofmercerisland.perfectmind.com%2F23494%2FClients%2FBookMe4FacilityList%2FList%3FwidgetId%3D6c911909-ec56-42f8-a314-55842ff7a24c%26calendarId%3D17223e3e-eff3-4634-9a7b-47c3d69c63bc
Court 2: https://cityofmercerisland.perfectmind.com/23494/Clients/BookMe4LandingPages/Facility?facilityId=bb777024-3d7e-4d2d-8ec8-f30bf3d6a590&widgetId=6c911909-ec56-42f8-a314-55842ff7a24c&calendarId=17223e3e-eff3-4634-9a7b-47c3d69c63bc&arrivalDate=2026-05-10T15:55:30.083Z&landingPageBackUrl=https%3A%2F%2Fcityofmercerisland.perfectmind.com%2F23494%2FClients%2FBookMe4FacilityList%2FList%3FwidgetId%3D6c911909-ec56-42f8-a314-55842ff7a24c%26calendarId%3D17223e3e-eff3-4634-9a7b-47c3d69c63bc
(NOTE: both URLs appear identical — verify each court has a distinct booking URL)",Everyday 06:00 AM - 10:00 PM,,"Park has 4 tennis courts. Mercer Island booking system (PerfectMind), not Seattle ActiveNet. | ⚠️ Court-Level Booking field has duplicated URLs; verify whether Mercer Island books Homestead by individual court, pair, or facility.",public_park,active
107,Mercer Island Country Club,"8700 SE 71st St, Mercer Island, WA 98040",8700 SE 71st St,Mercer Island,WA,98040,,,15,True,False,False,both,Club,Membership required,(206) 232-5600,https://www.mercerislandcc.com/login.aspx,,Mon - Fri: 5:30 AM–10 PM; Sat & Sun: 6:45 AM–10 PM,Mercer Island Country Club has a total of 15 tennis courts. This includes 7 indoor courts and 8 outdoor courts.,,private_club,active
108,Mercerwood Shore Club,"4150 E Mercer Way, Mercer Island, WA 98040",4150 E Mercer Way,Mercer Island,WA,98040,,,4,True,False,False,outdoor,Club,Membership required,(206) 232-1622,http://www.mercerwood.com/,,Everyday 5 AM–10 PM,"Mercerwood Shore Club has 4 tennis courts. Mercerwood Shore Club is a waterfront private club on Mercer Island that offers tennis, swimming, fitness, and beach amenities for families and members.",,private_club,active
109,Mercer Island Beach Club,"8326 Avalon Dr, Mercer Island, WA 98040",8326 Avalon Dr,Mercer Island,WA,98040,,,5,False,False,False,outdoor,Club,Membership required,(206) 232-3125,http://www.mibeachclub.com/,,Mon - Fri: 5:30 AM–9:30 PM; Sat & Sun: 7 AM–9:30 PM,The club’s official amenities page lists an outdoor tennis facility with 5 courts and a separate outdoor pickleball facility with 3 courts (plus 4 striped areas).,,private_club,active
110,Island Crest Park Tennis Courts,"5500 Island Crest Way, Mercer Island, WA 98040",5500 Island Crest Way,Mercer Island,WA,98040,,,2,True,False,False,outdoor,City of Mercer Island Parks & Recreation,First come first serve,206-275-7609,,,,"Island Crest Park has 2 tennis courts. These are outdoor courts with lights, available on a first-come, first-served basis.",,public_park,active
111,Chinook Middle School Tennis Court,"2001 98th Ave NE, Bellevue, WA 98004",2001 98th Ave NE,Bellevue,WA,98004,,,2,False,False,False,outdoor,School,,(425) 456-6300,,,,,"Per NCES/BSD official: located in Bellevue (98004), not Clyde Hill. Per Tennis-Seattle: 2 courts, 0 lighted. Field-verify court count if accuracy matters.",school,active
112,Hillwood Park,"18917 3rd Ave NW, Shoreline, WA 98177",18917 3rd Ave NW,Shoreline,WA,98177,,,2,False,False,True,outdoor,City of Shoreline,First come first serve,(206) 801-2333,,,,Multi-Sport Court (2) Tennis Courts and (4) Pickleball Courts. Available for drop-in use when not scheduled for City or School District program,,public_park,active
113,Meridian Park Elementary,"17077 Meridian Ave N Shoreline, WA 98133",,,,,,,2,False,False,True,outdoor,City of Shoreline,First come first serve,(206) 801-2333,,,,Not available when school activities are scheduled.,Shoreline: 2 tennis courts + 4 pickleball courts. Merged from duplicate row.,public_park,active
114,Richmond Beach Community Park,"2201 NW 197th Street, Shoreline, WA 98177",2201 NW 197th Street,Shoreline,WA,98177,,,2,False,False,False,outdoor,City of Shoreline,First come first serve,(206) 801-2333,,,,Available for drop-in use when not scheduled for a City program,,public_park,active
115,Shoreline Park,"19030 1st Avenue NE, Shoreline, WA 98155",19030 1st Avenue NE,Shoreline,WA,98155,,,2,True,False,True,outdoor,City of Shoreline,First come first serve,(206) 801-2333,,,Everyday 7 AM–10:30 PM,"(2) Tennis Courts, (12) Pickleball Courts. Court #1 and #2 (Tennis Priority). Lighted courts available for drop-in use from 8:00am to 10:00pm",,public_park,active
116,Shoreview Park,"900 NW Innis Arden Way, Shoreline, WA 98177",900 NW Innis Arden Way,Shoreline,WA,98177,,,4,False,False,True,outdoor,City of Shoreline,,(206) 801-2333,https://anc.apm.activecommunities.com/shorelinewa/reservation/landing/search?eventTypeIds=22,,,"(4) Tennis Courts, (6) Pickleball Courts. 2 courts (court #3 & #4) are available for rentals from 8:00 am -12:00 pm daily, and after 6:00 pm on weeknights",,public_park,active
117,Shorewood High School Tennis Courts,"17300 Fremont Ave N, Shoreline, WA 98133",17300 Fremont Ave N,Shoreline,WA,98133,,,6,True,False,False,outdoor,School,First come first serve,(206) 393-4372,,,,"Non-Reservable, may have school usage restrictions",,school,active
118,Twin Ponds Park,"15401 1st Ave NE, Shoreline, WA 98155",15401 1st Ave NE,Shoreline,WA,98155,,,1,False,False,True,outdoor,City of Shoreline,First come first serve,(206) 801-2600,,,,Non-Reservable,Shoreline: 1 tennis court + 2 pickleball courts. Merged from duplicate row.,public_park,active
119,Ballinger Commons Tennis Court,"2405 N 202nd Pl, Shoreline, WA 98133",2405 N 202nd Pl,Shoreline,WA,98133,,,1,False,False,False,outdoor,Apartments owned,First come first serve,,,,,Non-Reservable,,public_park,active
120,Scriber Lake High School,"23200 100th Ave W, Edmonds, WA 98020",23200 100th Ave W,Edmonds,WA,98020,,,4,False,False,False,outdoor,School,First come first serve,(425) 431-7270,,,,"Non-Reservable, may have school usage restrictions","⚠️ Court count and current public access not officially confirmed — supported mainly by third-party tennis listings. Scriber Lake describes athletics participation through neighborhood high schools, so verify active on-site tennis use.",school,active
121,Ballinger Point Tennis Court,"23001 Lakeview Dr, Mountlake Terrace, WA 98043",23001 Lakeview Dr,Mountlake Terrace,WA,98043,,,1,False,False,False,outdoor,Apartments owned,First come first serve,,,,,Non-Reservable,,public_park,active
122,Taluswood Tennis courts,"Building R, 4214 236th St SW, Mountlake Terrace, WA 98043","Building R, 4214 236th St SW",Mountlake Terrace,WA,98043,,,2,False,False,False,outdoor,Apartments owned,First come first serve,,,,,Non-Reservable,,public_park,active
123,Edmonds-Woodway High School,"7600 212th St SW, Edmonds, WA 98026",7600 212th St SW,Edmonds,WA,98026,,,6,False,False,False,outdoor,School,First come first serve,,,,,"Non-Reservable, may have school usage restrictions",,school,active
124,Yost Park Tennis and Pickleball Courts,"9535 Bowdoin Way, Edmonds, WA 98020",9535 Bowdoin Way,Edmonds,WA,98020,,,2,False,False,True,outdoor,"City of Edmonds Parks, Recreation and Human Services",First come first serve,,,,,Non-Reservable,,public_park,active
